EYFP_ERF,mKate_ERF,EBFP2_ERF
2248.96,13012.83,1156.15
870949.10,3231525.00,9522.47
50303.26,69964.23,45034.52
14644007.66,2137291.08,16574.15
1555900.79,1053453.51,14986.23
28220.72,84935.66,16241.87
878500.24,1558298.13,1156.15
5445006.69,80683950.79,1156.15
232293.83,2207078.14,1156.15
2248.96,2645763.47,1156.15
49365.34,936255.53,42850.53
26555.62,27814.40,1156.15
2248.96,13012.83,1156.15
2248.96,2229.52,1156.15
2248.96,538289.63,1156.15
387231.16,1361799.42,5295.96
44284.32,76463.49,12406.05
2248.96,34193.45,1156.15
1148709.18,28569389.26,20010.16
788346.27,1221604.62,4379.21
1343618.20,723265.82,12208.35
56706.64,4449.44,9549.25
672941.25,1452604.61,1156.15
2057174.11,5458433.40,26114.64
2248.96,2229.52,1156.15
20321.27,68063.67,1156.15
576857.39,2151512.45,34802.25
1083832.19,7317065.88,1156.15
20333.36,65945.61,1156.15
2248.96,10894.77,1156.15
2248.96,2229.52,1156.15
4684.34,2229.52,1156.15
858052.71,2335643.11,1156.15
2248.96,2229.52,1156.15
2248.96,63749.25,23925.17
14472.88,38336.20,20094.52
12685.65,2229.52,8590.34
48120.27,106124.54,9518.18
2248.96,2229.52,38338.06
2248.96,2229.52,51772.51
585407.89,2410012.13,9773.57
706954.26,2854589.02,30748.94
2248.96,2229.52,76722.21
2248.96,2229.52,8590.34
2454844.05,4521964.99,1156.15
2248.96,2229.52,1156.15
773628.03,2047674.18,1156.15
62698.65,2229.52,47934.12
359643.73,584522.81,1156.15
298884.48,3515964.80,1156.15
95779.58,1927634.33,1156.15
48573.37,23405.69,36412.33
26187.42,91320.49,9522.70
2248.96,2229.52,1156.15
2676.43,2229.52,10509.55
997031.52,10953844.20,1156.15
71745.15,1228702.45,1156.15
2248.96,2229.52,1156.15
30292.94,74407.68,1156.15
2248.96,29880.70,19137.51
196190.50,466078.20,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
152801.61,2229.52,1156.15
2248.96,2229.52,1156.15
708902.67,61009.59,1156.15
44293.56,72133.35,34478.23
4684.34,2229.52,1156.15
2248.96,2229.52,1156.15
87752.54,175975.80,10456.43
5867101.82,62483152.61,1156.15
4484.18,36273.27,9539.53
2688538.37,11970752.70,33720.12
6677.00,2229.52,14347.97
14692.27,2229.52,1156.15
6082830.67,29231676.89,1156.15
10689.10,2229.52,1156.15
2248.96,34193.45,1156.15
58373.65,3219613.89,16243.33
8686.37,2415.97,1156.15
958978.84,1134606.45,1156.15
78562.44,31933.25,16258.07
40651.31,12973.72,1156.15
102396.55,65850.96,3772.87
12679.16,2229.52,18186.38
3990.18,118734.62,43100.41
1795009.72,4744753.94,64716.89
545053.57,8091.04,32578.60
509688.39,1298121.19,8194.23
1069489.21,4919448.20,1156.15
897408.75,1401543.29,1156.15
6034310.43,2652293.14,7780.31
52584.58,25646.39,6663.97
2219461.99,872805.09,1156.15
42317.05,70099.07,15286.80
1402403.21,9013239.25,12553.25
16261995.46,9379391.77,10522.12
2248.96,36311.51,1156.15
2248.96,258707.98,1156.15
2248.96,726792.47,2611.24
1793010.38,24044580.35,21393.21
18655.61,8744.66,4749.93
2248.96,2229.52,1156.15
34708.12,2229.52,1156.15
32701.50,2229.52,8590.35
8544.70,728907.07,1156.15
920616.26,7507856.24,1156.15
2248.96,6658.65,1156.15
29495.39,214199.76,1156.15
1778177.04,8754475.36,7834.33
79978.79,133565.48,23903.83
2248.96,2229.52,1156.15
680264.21,169059.21,1156.15
17827.57,855980.60,1156.15
48719.21,2229.52,1156.15
190831.24,1751577.18,38762.91
211935.30,510452.32,21869.42
14521.95,32062.73,1156.15
72724.75,2229.52,21065.21
44227.15,87074.23,7604.79
316575.59,415122.64,1156.15
39352.95,586807.99,38159.33
946070.18,1992377.47,12780.04
2248.96,53256.01,1156.15
249496.15,243601.23,7556.95
2248.96,2229.52,2832.72
30417.12,754301.42,1156.15
2248.96,1029682.45,1156.15
32041.41,817748.26,22735.10
56421.26,1107989.23,1156.15
787959.45,937757.74,11183.18
8668.20,2229.52,29701.63
802704.38,808521.27,16020.70
125036.42,305081.67,23851.40
2248.96,21485.08,1156.15
2248.96,2229.52,1156.15
2248.96,13012.83,1156.15
264143.65,6093548.79,26880.11
401273.87,1005972.30,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
14534.03,29944.67,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,72318.56,1156.15
11386580.66,23691823.46,1156.15
62658.51,12886.98,16263.89
2248.96,46849.72,13374.70
70573.77,27664.40,25855.40
2248.96,32035.55,10500.42
2248.96,118915.92,1156.15
721162.85,16498.68,5707.16
4678.83,354016.24,1156.15
40646.03,10746.34,26820.17
746124.40,3009296.54,1156.15
60291.96,72027.16,55589.52
2248.96,42665.70,1156.15
119797.18,518911.90,46816.50
2248.96,2229.52,1156.15
42346.16,63699.93,25844.39
88266.40,87057.05,1156.15
2248.96,2422.53,1156.15
2248.96,2229.52,13388.36
3966168.17,1339066.36,12979.73
2248.96,2229.52,1156.15
1026328.77,4415396.37,1156.15
115417.40,6553390.05,9466.71
45365.91,940671.53,1586.27
3283650.34,3091439.16,1156.15
6494590.67,11435306.21,21408.94
5474885.50,7386731.12,1156.15
1797465.86,2912700.02,50882.83
46082.18,110285.05,27749.35
1933397.26,140149.62,24861.42
320469.75,80361.61,25839.29
26066.58,112501.10,9516.23
2248.96,2229.52,2832.72
2248.96,2229.52,47934.10
2248.96,6658.65,1156.15
2682.76,2229.52,1156.15
2248.96,411197.18,3667.31
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2770950.48,1386841.63,21601.55
18075.57,110411.62,4718.85
502018.41,12466635.31,1156.15
555334.54,2418506.56,11690.18
1051296.46,8458715.92,1207.51
44563.31,25560.52,28734.85
373038.64,1041959.81,12110.94
2248.96,15017.48,27778.47
6171305.95,24944443.83,43189.02
40603.28,17059.65,36414.27
1682105.23,5244944.92,13705.06
3573.33,195099.28,16208.20
52654.48,12921.67,10506.27
4475683.60,6055456.81,8659.31
494346.42,129005.27,1156.15
372162.46,141744.76,22941.72
8601.78,17242.40,1156.15
194823.37,2229.52,18186.44
38235.53,82774.73,23919.35
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
43815.39,156888.52,26775.51
2248.96,34193.45,1156.15
6684.79,2229.52,2832.72
21585.73,197263.41,1156.15
2248.96,2229.52,8590.34
222921.78,336683.41,40154.98
3508076.19,3747750.16,13203.09
32613.82,17174.05,11464.57
3645045.74,4298307.86,12075.21
18603.38,17192.38,10504.96
201928.38,1565339.95,1156.15
2248.96,2229.52,1156.15
13148894.03,78606723.18,1156.15
4030453.92,8315907.74,1156.15
2248.96,544591.72,13222.56
1937076.81,2654327.71,10658.50
2248.96,2229.52,1156.15
2248.96,70200.50,1156.15
806110.27,1962752.61,39657.96
40650.26,1065644.27,1156.15
1078353.00,5819537.64,16408.24
756304.82,872105.83,16960.87
402801.99,2141238.12,2178.91
8767041.29,21491568.66,28890.78
2248.96,2229.52,48893.70
2248.96,2229.52,7630.74
14546.12,27826.60,1156.15
593748.91,247514.99,1156.15
2248.96,133742.35,1156.15
6675.70,2229.52,16267.17
1116516.80,20880918.96,18521.80
2248.96,13012.83,1156.15
2558344.02,2869781.24,1156.15
2682.76,2229.52,1156.15
2246592.29,9094932.03,25003.11
17694.47,176030.67,14294.82
188860.88,347474.86,1156.15
241619.64,3729946.16,1156.15
1850094.18,9005.17,3790.25
1571991.28,14369552.08,25310.08
74883.76,326362.19,12329.67
474288.54,484773.12,20917.67
4667800.66,3604645.60,17085.24
2248.96,19302.65,16261.93
40346.30,1468013.61,14859.52
134486.76,48673.64,50798.65
88397.04,59355.70,40239.75
54715.69,2229.52,13388.38
498982.42,16695.91,12424.32
47791.15,161100.14,31572.23
2248.96,51089.93,12413.81
3117982.63,2659525.37,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1810192.41,1038405.48,6354.41
1682202.40,4526950.76,8166.91
49876.44,500084.04,8438.16
2248.96,2229.52,35459.25
2089328.69,63323544.50,1156.15
2248.96,2229.52,1156.15
14692.27,2229.52,1156.15
3958769.54,14214748.22,1156.15
2248.96,470335.34,42992.94
2248.96,2229.52,20105.59
632381.15,2246914.37,1156.15
56676.37,2229.52,73843.42
19039.62,290379.43,20017.48
2248.96,2229.52,1156.15
2248.96,2229.52,16267.17
20697.02,2229.52,1156.15
34673.22,2229.52,52732.13
2248.96,21363.49,29695.74
341758.68,1611701.97,22492.42
247360.10,264698.04,27702.15
2248.96,2229.52,39297.66
10307.93,1472340.59,1156.15
2210453.15,8766784.54,1156.15
44307.37,775467.80,1156.15
2488053.32,455276.35,1156.15
45918.93,142169.38,1156.15
44716.04,2229.52,1156.15
59131.41,626981.81,49662.28
93517.70,213955.84,43071.31
127956.55,139719.61,59407.24
23812.79,1209669.35,5342.46
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
343747.44,912759.99,18867.65
890965.57,76901348.73,21550.28
3255750.93,17102336.81,2403.92
1273887.89,1369389.86,1156.15
2248.96,2229.52,1156.15
66659.82,15065.33,1156.15
2248.96,544646.31,1156.15
407570.92,2708877.60,1156.15
490995.79,14634.00,1156.15
19330.94,239554.13,18113.81
1257548.95,1426593.72,1156.15
801256.84,713274.89,1156.15
37465693.49,63929433.81,1156.15
2682.76,2229.52,1156.15
144643.84,25466.97,26815.68
2309567.82,6830786.52,1156.15
782542.44,3642553.08,1156.15
942660.74,486499.92,1156.15
2248.96,57374.63,28725.13
2895758.61,3369278.40,4682.35
18539.06,27758.17,16259.35
62367.77,413145.47,28616.38
9149686.03,3536388.92,54530.61
60717.84,2229.52,17226.79
626784.75,67341.96,25843.27
10689.10,2229.52,1156.15
2248.96,2229.52,1156.15
14497.78,36298.85,1156.15
83367.96,944844.46,7342.61
52151.90,99717.24,21035.36
657978.12,1268338.23,3405.32
26619.20,15049.83,14344.03
273522.88,944678.75,1156.15
2248.96,2229.52,5711.53
2248.96,347666.56,1156.15
1521768.03,3876782.68,29476.89
715944.60,1984191.33,1156.15
740746.26,2193710.94,33829.75
344416.93,93049.66,24875.81
1006157.73,2684845.02,29841.22
44528.10,29727.16,45046.82
3018324.77,25036746.73,10534.32
38704.95,2229.52,10509.56
1694499.92,4126662.57,1156.15
626649.96,2549801.21,1156.15
509337.14,2058399.20,31951.91
5714573.35,7123852.30,1156.15
227885.43,4733915.66,1156.15
40178.24,95566.90,3763.79
34435.84,46759.48,26809.17
98356.57,773259.02,9314.26
58222.26,89153.53,13361.77
1323847.40,1032569.18,1156.15
444962.75,1065185.27,12103.84
2248.96,44783.76,1156.15
8489.94,36285.55,5701.11
2248.96,101970.97,1156.15
8402478.68,12422597.99,1156.15
11990753.74,20583912.45,22451.00
133638.22,203503.65,1156.15
16478.75,36167.05,31610.42
2248.96,1188474.33,13985.36
8662.20,6652.09,1156.15
14843501.23,51017378.67,14108.32
2248.96,17196.85,13383.77
970761.31,6787668.47,1156.15
12690.68,2229.52,1156.15
1027131.14,11642179.66,1156.15
10434.19,46893.23,1156.15
1465022.66,841655.09,35202.62
40512.70,36236.64,9539.54
2248.96,105938.82,64215.58
106208.72,97556.51,18157.22
1119857.00,8367488.67,20427.45
6434228.67,24474180.28,1156.15
10371.34,57468.22,4735.03
52754.42,2096963.62,37697.73
48186.37,95569.99,1156.15
839832.44,1314599.27,38896.47
2248.96,296805.53,7540.69
36690.39,2229.52,29701.64
1370040.87,1004987.57,1156.15
2248.96,2229.52,3792.32
2248.96,2229.52,5711.53
2248.96,2229.52,32580.44
32706.53,2229.52,1156.15
151205.37,281853.61,1156.15
141060.37,4515844.60,1156.15
72567.90,32003.72,1156.15
14352.77,61715.59,1156.15
965320.97,2127965.15,1156.15
2248.96,2229.52,1156.15
14256.10,78660.09,1156.15
1942725.82,7278044.23,4447.20
2248.96,10724.14,41214.22
340975.00,3498729.34,58380.53
1871220.37,2972146.00,1156.15
2248.96,2229.52,1156.15
68548.28,385722.06,1156.15
986161.86,2684991.04,1156.15
21912.00,140075.74,1156.15
14509.86,34180.79,1156.15
4708683.55,999395.15,19800.77
10360.30,57398.73,21048.30
586172.97,169049.60,25812.19
1314438.79,11449028.25,25243.16
13121.18,1679870.75,9037.14
641920.88,2320751.28,67377.01
115839.04,165381.54,4702.05
119617.55,203457.61,15246.04
12690.68,2229.52,1156.15
34708.12,2229.52,1156.15
2248.96,2229.52,1156.15
4413861.98,12329132.74,18256.93
80708.38,6510.39,17225.44
188583.99,42378.96,23931.70
2248.96,1429996.08,1156.15
2248.96,2229.52,10509.55
2509650.29,8597000.70,6922.86
2248.96,2229.52,1156.15
2248.96,127388.16,1156.15
2489228.44,7264764.18,8289.67
6229913.89,9059030.55,44206.14
73925.70,142043.83,23901.23
1377161.68,3963790.02,24652.29
549689.91,251795.87,1156.15
3314061.02,3023630.62,1156.15
2248.96,2229.52,1156.15
5616045.86,1589489.25,1156.15
990898.45,799837.36,20821.37
70720.57,2229.52,24903.63
1309602.27,1424422.73,1156.15
35711209.05,43424261.92,1156.15
2248.96,2229.52,1156.15
8113279.03,9084845.64,1156.15
195738.53,896039.61,1599.91
17995.28,123070.94,16230.21
2248.96,2229.52,1156.15
958203.69,4076558.30,4466.16
2026993.57,3732270.43,22803.85
72685.66,10803.70,5708.90
2349656.33,2259995.05,1156.15
709264.18,1050138.30,1156.15
2248.96,2229.52,1156.15
7313759.06,27133556.75,1156.15
1450958.92,153449.48,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
247748.34,550747.77,1156.15
2248.96,2229.52,1156.15
173390.76,601600.35,14164.74
4646411.27,1740796.12,14776.14
161840.63,1224374.72,1156.15
1063322.76,1439499.47,1156.15
52684.64,4334.98,37377.76
44412.79,55330.89,1156.15
2248.96,76554.69,1156.15
698508.44,3631872.47,42026.59
70634.45,370893.60,1156.15
156348.89,80585.67,12404.79
1215362.43,1102572.04,1536.78
736911.81,4271607.05,13042.97
3108043.34,14575681.37,1156.15
1914837.75,1641966.69,1156.15
50720.79,2229.52,1156.15
93266.09,2368191.24,1156.15
3571134.39,14448127.68,1156.15
2248.96,2229.52,1156.15
18569.72,23562.92,6664.60
34308.20,72285.55,1156.15
283696.58,211746.67,19081.92
655411.21,662464.29,30459.38
8650.12,8770.15,1156.15
780753.57,2551722.66,9730.26
392800.63,736988.65,1156.15
568147.37,8243177.45,1156.15
10642.13,8707.84,15305.57
2248.96,32075.39,1156.15
16690.77,2229.52,5711.53
1272354.62,1987821.92,9902.62
43796.50,163352.03,1156.15
49097.05,283978.36,23857.85
3231367.00,14359479.43,5161.50
116293.19,80475.13,47910.12
882637.58,4341410.70,1156.15
1096622.54,3320266.00,6616.54
18464.70,42648.97,1156.15
66883.01,324211.40,21926.35
83098.27,285976.03,44008.89
2248.96,2229.52,1156.15
2378215.72,4621590.98,1156.15
2248.96,97735.30,1156.15
67873.51,152721.99,4705.92
314055.76,85753306.27,9248.57
44175.97,93334.41,29673.74
136026.19,1537828.42,10999.77
7288370.72,6673173.65,11349.31
1072688.54,117313301.55,66774.14
2248.96,2229.52,18186.38
66538.98,36245.95,1156.15
22081.17,110422.87,1156.15
36441.01,750027.54,8361.76
1104642.24,6476178.79,1156.15
126538.18,44657.16,1156.15
94307.40,80696.76,1156.15
50634.97,15004.98,19142.05
137366.79,953289.33,1156.15
2248.96,2229.52,1156.15
302651.78,1800239.91,24353.99
1633895.80,1415548.37,17754.36
2248.96,453569.65,1156.15
2248.96,2229.52,1156.15
56651.90,15075.51,1156.15
3501366.06,1066362.59,1156.15
1133248.68,2163801.35,1156.15
394356.14,461543.57,23803.58
2248.96,27839.27,1156.15
359726.46,1969597.24,31019.45
45957.01,3990523.03,33280.54
56277.85,78544.82,18163.03
1609977.25,1049222.74,1156.15
2248.96,2229.52,1156.15
30198.13,89169.75,16240.58
2248.96,25721.20,1156.15
2248.96,2229.52,1156.15
2248.96,10894.77,1156.15
2248.96,2229.52,1156.15
2248.96,57492.13,1156.15
2248.96,298944.02,2742.02
4236.09,80788.31,1156.15
18391.15,1108027.88,1156.15
26648.57,10846.41,6668.49
2248.96,40547.64,1156.15
100541.75,40447.49,1156.15
127664.86,548748.70,1706.06
32620.80,17217.98,1156.15
557723.74,948625.95,1156.15
693229.50,2229.52,1156.15
2248.96,131433.22,45975.34
42713.32,2229.52,2832.73
355343.40,283691.60,18100.32
354015.44,4373576.73,33163.45
532808.88,50505.35,22969.61
81985.57,133596.14,16227.00
31714.49,176072.62,1156.15
2248.96,15130.90,1156.15
2248.96,451276.87,42039.16
2248.96,13012.83,1156.15
2248.96,2229.52,1156.15
86030.84,478898.47,1156.15
56725.06,2229.52,1873.13
58718.85,2229.52,13388.38
48705.81,351727.75,30554.36
2248.96,48967.78,13374.06
839125.70,1793422.26,5164.03
2248.96,2229.52,1156.15
1505849.09,1055622.46,14985.57
495469.20,984696.06,1156.15
2363599.53,5780179.20,1156.15
26555.62,27814.40,1156.15
163504.90,231007.93,1156.15
14256.10,78660.09,1156.15
42710.72,2229.52,6671.15
656538.13,13449252.73,1156.15
2353555.49,9645629.04,1156.15
741767.87,10087821.89,1156.15
26685.71,2229.52,24903.61
14692.27,2229.52,1156.15
165742.26,1592908.40,1386.90
10603.37,17240.36,1156.15
1341325.59,2877254.89,27863.20
2585.20,720421.48,5492.00
2248.96,2229.52,1156.15
1303644.30,1062128.95,27458.41
1804442.10,4151967.46,1156.15
3133.75,271320.90,22902.12
58513.58,38328.22,11458.10
1334211.37,3425954.55,1156.15
70383.42,59378.10,39280.15
41500.59,20913883.61,1156.15
2248.96,1637566.07,1156.15
2248.96,284124.71,1156.15
54723.96,2229.52,1156.15
44062.92,114564.07,18152.02
2248.96,46759.79,34485.99
3389232.48,5635109.08,1156.15
2248.96,10748.66,35456.60
42652.89,12971.69,1156.15
120636.26,23369.23,27775.92
2248.96,27815.77,6663.30
2248.96,2229.52,1156.15
374950.14,2111620.91,1156.15
2248.96,305305.33,1156.15
453892.21,7921350.29,1156.15
2248.96,106207.55,1156.15
2248.96,34133.17,15297.80
2248.96,2229.52,1156.15
60394.08,57311.08,29684.75
1766407.40,644516.27,1156.15
2367.43,57491.67,1156.15
3063644.81,11832852.51,1156.15
196690.33,27641.46,1156.15
48708.34,2229.52,17226.79
965303.19,723552.26,35238.72
2983427.39,8700262.22,16487.32
80323.81,777549.19,1156.15
6670.51,2229.52,23944.00
2248.96,44783.76,1156.15
262888.78,2229.52,1156.15
13253.12,254459.20,1156.15
667111.80,1418608.29,27349.45
43720.62,1929769.56,8960.76
2248.96,248028.79,21949.63
940059.33,240808.82,1156.15
379401.46,980577.96,1156.15
16693.85,2229.52,1156.15
3801729.56,8411452.45,1156.15
2421.92,44669.89,27769.41
2502.22,32010.57,16258.05
1164158.88,1657556.01,1156.15
1662122.90,1381703.41,1156.15
1720796.15,2324175.90,1156.15
2248.96,2229.52,20105.59
182223.61,1154259.14,47581.90
42808.92,330471.49,49752.91
140105.90,470270.13,24760.51
584806.97,3566418.56,20935.34
2248.96,1012737.94,1156.15
1165603.45,2229.52,1156.15
844507.83,490513.86,76572.86
2645.28,6581.57,19144.63
8109253.30,8733082.98,38548.15
16304106.28,9713906.97,32490.74
2248.96,142214.59,1156.15
12496.19,36300.88,1156.15
6116.83,101966.90,1156.15
467382.20,1346911.09,1156.15
64446.48,51034.58,10494.62
28593.46,21458.18,1156.15
534272.70,849101.48,1156.15
2248.96,2229.52,1156.15
405001.29,2229.52,1156.15
787053.62,3553593.69,1156.15
2248.96,2229.52,1156.15
18729950.59,16745628.72,1156.15
4514.02,32072.90,1156.15
2166531.18,4537084.45,1156.15
2248.96,46901.82,1156.15
1690226.50,4524860.15,1156.15
2248.96,21485.08,1156.15
12714545.89,30192775.96,17594.75
84713.68,709767.16,1156.15
2248.96,2229.52,5711.53
22598.36,19330.90,4746.69
1713722.01,12685680.33,1156.15
444283.34,5746111.75,2036.64
675634.93,2032947.39,1156.15
1597919.59,3158674.15,32575.20
2248.96,2229.52,21065.19
1054582.63,2269783.78,1156.15
2248.96,2229.52,1156.15
2248.96,46901.82,1156.15
25310.96,245974.75,1156.15
8078522.71,42541588.87,1156.15
28377.81,57400.86,16250.29
48295.83,69929.47,53670.96
3410405.03,871594.52,1156.15
2248.96,832702.70,1156.15
62721.38,2229.52,14347.98
4684.34,2229.52,1156.15
2248.96,2229.52,1156.15
8033.09,114592.52,20071.22
2248.96,112534.15,7597.01
4350.35,57372.14,28725.13
2248.96,2229.52,40257.27
2248.96,70046.21,37357.68
2298691.52,1018869.94,1156.15
34211.53,89230.05,1156.15
295568.86,588824.03,1156.15
4684.34,2229.52,1156.15
62495.98,38193.36,42165.43
57024.71,643875.22,62131.95
773120.16,2132242.36,36727.35
36691.69,2229.52,27782.43
235537.79,1984513.08,39651.31
1331170.87,2553240.50,19325.82
936528.69,2964623.80,1156.15
64211.13,93435.65,1156.15
24610.48,15006.91,24899.67
446880.67,8446560.79,15605.27
76106.20,112450.24,9516.24
37813.49,1209589.71,20696.12
12109.50,104078.86,1156.15
2248.96,2229.52,1156.15
34161.55,93303.71,39269.78
2334266.48,3554138.91,1156.15
38445.50,46796.29,17213.13
2248.96,2229.52,1156.15
2248.96,34193.45,1156.15
579883.43,2676900.04,7772.79
26591.88,21460.21,1156.15
575712.30,2005511.31,1260.79
1571925.12,2229.52,1156.15
407976.16,182044.30,1156.15
365580.59,4104714.96,1156.15
251269.41,3441881.47,1156.15
531820.67,226397.44,1156.15
2164401.77,24200883.01,34779.87
407002.87,2229.52,1156.15
2248.96,2229.52,1873.11
2248.96,2229.52,1156.15
2287706.14,3996858.68,1156.15
2248.96,2229.52,1156.15
2248.96,258647.71,15229.17
387083.69,332329.51,28641.08
80332.48,72162.13,19124.58
2248.96,1160962.35,10155.36
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
3684698.89,12783123.80,20996.97
2248.96,2229.52,12428.76
1001845.93,988417.42,1156.15
2248.96,4540.59,1156.15
25542.86,1959476.46,1156.15
2248.96,40479.18,17215.06
2248.96,10875.37,5708.88
4153138.49,12422680.41,1156.15
8675.99,2229.52,18186.38
738189.32,190180.83,1156.15
2248.96,2229.52,1156.15
112078.94,1175710.22,1156.15
2248.96,2229.52,1156.15
2248.96,1398225.16,1156.15
419582.58,3759361.59,13199.54
210844.50,2229.52,5711.59
2440546.11,5273887.06,1156.15
1574794.57,900995.04,1156.15
10134723.96,16472490.10,37142.13
1786094.78,2229.52,1156.15
10687.31,2229.52,3792.32
14692.27,2229.52,1156.15
40541.51,1084706.80,1156.15
2248.96,2229.52,1156.15
5094847.44,26987548.78,1156.15
1414203.28,2385910.81,1156.15
2248.96,2229.52,1156.15
67629.24,1245549.81,24523.54
2248.96,233291.24,1156.15
24688.02,2229.52,19145.99
8851.17,324359.30,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,46751.62,36405.19
242872.93,2229.52,1156.15
98115.84,112378.81,21031.49
987423.25,7764.01,3790.62
70385.06,63776.68,1156.15
2248.96,34193.45,1156.15
3859381.59,19706951.59,1156.15
2248.96,2229.52,1156.15
40018.56,474709.12,1156.15
2248.96,40503.71,11457.44
233161.58,300832.75,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
6746405.45,5892216.86,1156.15
550596.62,7811113.10,1156.15
38468.46,44746.68,1156.15
2248.96,2229.52,1156.15
2044224.99,3869942.48,18923.36
2248.96,2229.52,1156.15
7641.36,177950.44,63233.97
921968.71,952370.18,29411.17
615540.10,988810.10,1156.15
2248.96,2229.52,1156.15
2248.96,13012.83,1156.15
2248.96,42665.70,1156.15
2126719.63,10461260.62,9231.84
960847.05,1157900.06,1519.87
684419.16,1189776.01,42773.04
394883.47,21085.85,1156.15
28426.54,46736.98,33526.39
257422.38,1658360.17,28235.77
2248.96,68030.34,13368.23
344669.16,402378.65,2710.40
1963651.20,1855804.33,8983.37
825190.12,728069.82,2610.85
2248.96,2229.52,6671.13
389640.10,237084.19,12356.95
65958.95,137912.90,1156.15
313450.19,612104.42,1156.15
22409.70,48861.14,33525.74
986972.50,1490410.24,1156.15
2248.96,2229.52,1156.15
1248671.83,1576903.55,19624.25
2653672.06,5807418.66,1156.15
30617.58,12821.43,39294.38
40257.64,80707.76,11445.15
556020.12,5106358.70,1156.15
2682.76,2229.52,1156.15
147950.37,1203208.34,1156.15
2248.96,2229.52,1156.15
2680.32,2229.52,4751.93
2248.96,2229.52,1156.15
69959.83,133506.17,40217.09
2248.96,2229.52,1156.15
2248.96,201520.32,1156.15
874728.36,113768.77,6637.03
2248.96,34193.45,1156.15
166630.37,27444.12,54643.55
72700.73,2229.52,56570.55
547818.57,226288.19,22915.88
2248.96,44678.52,25850.20
2787463.49,4809670.26,2322.88
40396281.55,22478237.02,19952.77
28702.23,2229.52,2832.73
449077.93,1397762.85,1156.15
1390559.93,915981.06,7351.43
2248.96,2229.52,1156.15
2248.96,2229.52,19145.98
96441.82,55201.36,19129.77
38359.70,63809.24,1156.15
76716.09,6582.92,1156.15
2248.96,2229.52,1156.15
26701.78,2229.52,1156.15
97091.33,2749408.67,6791.03
2082805.12,2372523.00,1156.15
494773.84,6366575.54,19119.84
748153.52,3706132.57,1156.15
2248.96,154922.97,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1352996.48,833386.73,14093.89
257121.56,660836.92,10308.22
52476.47,44713.04,5698.54
2248.96,12923.94,22021.50
2248.96,2229.52,1156.15
167445.21,241578.85,4678.76
22493.03,1440521.70,9110.30
2248.96,2229.52,10509.55
3695626.59,7011529.75,1156.15
2959901.94,1596320.08,25375.93
255984.27,510496.45,1156.15
62719.43,2229.52,17226.79
1662164.70,3478544.84,6568.16
2531408.28,3731854.78,1156.15
23575.23,199379.43,1156.15
2248.96,42665.70,1156.15
21241.96,1660835.84,1156.15
48719.21,2229.52,1156.15
2248.96,2229.52,5711.53
261572.90,580277.07,26646.09
8913321.28,8132947.39,17620.33
1437353.31,1485716.42,1156.15
810080.37,51789986.00,1156.15
915145.43,2852349.12,9638.37
2248.96,262944.11,1156.15
70561.94,383601.97,1156.15
1257676.35,2229.52,1156.15
13052970.23,24200458.34,22305.17
323342.83,2035416.42,2211.25
637376.76,317314.17,13292.03
98359.87,67838.21,35439.15
4569.81,19259.29,25857.97
44605.80,17051.49,37373.88
26683.11,2229.52,28742.03
30297.40,72241.60,12407.34
1302423.19,225566.11,12360.48
2248.96,2229.52,1156.15
60174.64,1501919.06,6212.73
6432200.94,11494658.88,25229.21
14618.62,15118.23,1156.15
373038.56,692529.68,1156.15
37952.00,133649.08,14307.78
66516.03,38295.56,17215.73
103105.53,290289.89,20977.11
70731.61,2229.52,8590.36
66724.55,2229.52,14347.98
62568.33,29872.34,6662.67
1095481.61,363494.64,1762.69
715868.72,944201.53,7342.80
31110.29,281975.68,1156.15
1688047.26,695377.03,13176.48
317086.46,1027238.37,1156.15
32705.39,2391.55,1156.15
12489.87,36261.04,10499.13
1179516.15,367596.25,13276.67
62513.90,36112.08,33529.64
22580.18,19216.46,31615.60
28690.54,2229.52,20105.60
376656.56,54871.56,29685.50
1685015.39,6490404.29,1809.14
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
289942.05,1224244.51,1156.15
2248.96,76498.49,14325.24
2538423.61,3202279.10,13369.82
3728556.35,8957983.80,1156.15
2248.96,2229.52,1156.15
2248.96,10894.77,1156.15
1049511.54,2229.52,1156.15
16687.52,2229.52,10509.55
2248.96,34193.45,1156.15
31081.09,286180.16,8503.54
249091.96,2069387.85,1156.15
2248.96,65904.10,15288.09
116652.24,370729.31,28629.35
